id,instrumento,tc,recebedor,municipio_beneficiado,municipio,uf,data_assinatura,data_retirada_suspensiva,data_vigencia,valor_investimento,valor_repasse,objeto,programa_codigo,programa_descricao,programa,acao_orcamentaria,email_remetente,email_assunto,data_aio_recebido,email_id,criado_em
37,974777,1100002,MUNICIPIO DE CARNAUBAL,CARNAUBAL/CE,CARNAUBAL,CE,2025-05-12,2025-12-24,2029-05-12,3363328.58,3250000.00,Produção de unidades habitacionais no município de Carnaubal/CE,5600020240048,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE CARNAUBAL, TC 974777 - 5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-25 12:48:00-0300,19e6419cc0084d3a,2026-05-26 08:52:34-0300
36,983430,1104091,MUNICIPIO DE IPIRANGA,IPIRANGA/PR,IPIRANGA,PR,2025-10-31,2025-11-05,2029-10-31,2800000.00,2800000.00,Provisão habitacional no Município de Ipiranga/PR,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE IPIRANGA, TC 983430 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-25 12:48:00-0300,19e6419f3fe3b7e3,2026-05-26 08:52:34-0300
35,987341,1106560,MUNICIPIO DE PEDERNEIRAS,PEDERNEIRAS/SP,PEDERNEIRAS,SP,2025-12-10,2025-12-16,2029-12-10,6064855.33,5600000.00,Provisão de unidades habitacionais no município de Pederneiras/SP.,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE PEDERNEIRAS, TC 987341 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-25 12:48:00-0300,19e641a0e390a974,2026-05-26 08:52:33-0300
43,987619,1103431,MUNICIPIO DE SATUBINHA,SATUBINHA/MA,SATUBINHA,MA,2025-12-11,2025-12-11,2029-12-11,2800000.00,2800000.00,PROVISÃO HABITACIONAL NO MUNICÍPIO DE SATUBINHA - MA.,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE SATUBINHA, TC 987619 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-25 10:49:00-0300,19e641778bbcc6f9,2026-05-26 08:52:35-0300
42,974734,1100548,MUNICIPIO DE RUY BARBOSA,RUY BARBOSA/RN,RUY BARBOSA,RN,2025-05-14,2025-11-25,2029-05-14,3331250.56,3250000.00,"Construção de unidades habitacionais em áreas urbanas - MCMV – FNHIS sub 50, no Município de Ruy Barbosa-RN",5600020240048,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE RUY BARBOSA, TC 974734 - 5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-25 10:49:00-0300,19e6419370de0c91,2026-05-26 08:52:35-0300
17,992388,1103140,MUNICIPIO DE BREU BRANCO,BREU BRANCO/PA,BREU BRANCO,PA,2026-02-24,2026-02-25,2029-02-24,6160000.00,6160000.00,Provisão de unidades habitacionais no Município de Breu Branco/PA,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE BREU BRANCO, TC 992388 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 18:48:00-0300,19e60456e86e00d8,2026-05-25 14:54:58-0300
4,987333,1106419,MUNICIPIO DE NOVA INDEPENDENCIA,NOVA INDEPENDÊNCIA/SP,NOVA INDEPENDÊNCIA,SP,2025-12-15,2025-12-18,2029-04-05,2800000.00,2800000.00,"Provisão de unidades habitacionais através do Programa Minha Casa, Minha Vida Sub 50 com recursos do Fundo Nacional de Habitação de Interesse Social.",5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE NOVA INDEPENDENCIA, TC 987333 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 18:48:00-0300,19e5aa105f3c3493,2026-05-24 16:21:20-0300
3,989882,1103812,MUNICIPIO DE SERRA DA SAUDADE,SERRA DA SAUDADE/MG,SERRA DA SAUDADE,MG,2025-12-23,2025-12-24,2029-12-23,3029436.90,2800000.00,Provisão habitacional no município de Serra da Saudade/MG,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE SERRA DA SAUDADE, TC 989882 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 18:48:00-0300,19e5aa13211bc0b3,2026-05-24 16:21:20-0300
2,986939,1105091,MUNICIPIO DE CACULE,CACULÉ/BA,CACULÉ,BA,2025-12-10,2025-12-10,2028-09-10,2800000.00,2800000.00,Provisão habitacional no Município de Caculé/BA.,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE CACULE, TC 986939 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 18:48:00-0300,19e5aa1c90506540,2026-05-24 16:21:20-0300
20,987274,1106572,MUNICIPIO DE CANDIDO MOTA,CÂNDIDO MOTA/SP,CÂNDIDO MOTA,SP,2025-12-16,2025-12-17,2029-04-05,3135300.96,2800000.00,CONSTRUÇÃO DE UNIDADES HABITACIONAIS.,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE CANDIDO MOTA, TC 987274 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 16:45:00-0300,19e6044ef3494f41,2026-05-25 14:54:59-0300
19,974296,1100271,MUNICIPIO DE VARZEA DA PALMA,VÁRZEA DA PALMA/MG,VÁRZEA DA PALMA,MG,2025-05-09,2025-12-18,2030-05-09,6500000.00,6493500.00,Construção de moradias populares,5600020240048,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE VARZEA DA PALMA, TC 974296 - 5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 16:45:00-0300,19e60451d1193ebd,2026-05-25 14:54:58-0300
18,992596,1103843,MUNICIPIO DE GUARDA MOR,GUARDA-MOR/MG,GUARDA-MOR,MG,2026-03-02,2026-03-03,2027-09-02,3112079.02,2800000.00,Provisão habitacional no município de Guarda-Mor/MG,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE GUARDA MOR, TC 992596 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 16:45:00-0300,19e604537555d46d,2026-05-25 14:54:58-0300
1,969603,1098544,MUNICIPIO DE BAURU,BAURU/SP,BAURU,SP,2024-12-02,2025-10-23,2028-09-02,2300000.00,1500000.00,Elaboração de estudos - VLT Bauru,5600020240045,Novo PAC - Mobilidade Urbana Sustentável: Mobilidade Grandes e Médias Cidades,5600020240045 - Novo PAC - Mobilidade Urbana Sustentável: Mobilidade Grandes e Médias Cidades,231900T3,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE BAURU, TC 969603 - 5600020240045 - Novo PAC - Mobilidade Urbana Sustentável: Mobilidade Grandes e Médias Cidades",2026-05-22 16:45:00-0300,19e5aa2244475547,2026-05-24 16:21:19-0300
21,986965,1102932,MUNICIPIO DE ACOPIARA,ACOPIARA/CE,ACOPIARA,CE,2025-12-10,2025-12-12,2029-12-10,5880952.22,5600000.00,PROVISÃO HABITACIONAL NO MUNICÍPIO DE ACOPIARA/CE,5600020250030,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE ACOPIARA, TC 986965 - 5600020250030 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 14:55:00-0300,19e6044c0bccd721,2026-05-25 14:54:59-0300
23,974305,1099961,MUNICIPIO DE SANTA CECILIA,SANTA CECÍLIA/SC,SANTA CECÍLIA,SC,2025-05-28,2025-11-24,2028-05-28,2730000.00,2600000.00,Construção de Unidades Habitacionais,5600020240048,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE SANTA CECILIA, TC 974305 - 5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 12:44:00-0300,19e6044842e766ce,2026-05-25 14:54:59-0300
22,974040,1100201,MUNICIPIO DE ALTO PARNAIBA,ALTO PARNAÍBA/MA,ALTO PARNAÍBA,MA,2025-05-06,2025-07-24,2029-05-06,3250000.00,3250000.00,PROVISÃO DE UNIDADES HABITACIONAIS NO MUNICÍPIO DE ALTO PARNAÍBA/MA,5600020240048,"Minha Casa, Minha Vida - MCMV FNHIS Sub 50","5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",232000TI,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - MUNICIPIO DE ALTO PARNAIBA, TC 974040 - 5600020240048 - Minha Casa, Minha Vida - MCMV FNHIS Sub 50",2026-05-22 12:44:00-0300,19e6044b0e381bf3,2026-05-25 14:54:59-0300
24,969600,1098521,SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO,RECIFE/PE,RECIFE,PE,2024-12-31,2025-06-10,2030-12-31,258770561.53,258770561.53,Obras de Implantação / Requalificação de Corredores exclusivos de ônibus: Norte-Sul e Leste-Oeste na região Metropolitana de Recife no estado de Pernambuco.,5600020240045,Novo PAC - Mobilidade Urbana Sustentável: Mobilidade Grandes e Médias Cidades,5600020240045 - Novo PAC - Mobilidade Urbana Sustentável: Mobilidade Grandes e Médias Cidades,231900T3,GEPAC07 <GEPAC07@CAIXA.GOV.BR>,"Novo PAC - Solicita Autorização para Início de Execução do Objeto (AIO) - SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO, TC 969600 - 5600020240045 - Novo PAC - Mobilidade Urbana Sustentável: Mobilidade Grandes e Médias Cidades",2026-05-22 06:40:00-0300,19e60445ce6e7a07,2026-05-25 14:54:59-0300
